"","#0F4A9C","#53f1fc","#635547","#67000d","#7F6874","#8870ad","#90BF75","#9e6762","#C594BF","#DABE99","#DFCDE4","#EF5A9D","#cc7818","#d6616b","#ffad1e","#ffd854"
"JX520929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jade2",3,2,76,0,1,3,32,6,46,27,7,3,12,0,1,5
"Jade3",4,5,34,13,23,4,20,11,57,15,12,20,41,6,9,136
"Jag1",4,17,30,0,0,1,18,4,99,12,17,44,2,1,0,2
"Jag2;Mir6941",0,1,2,0,0,1,0,0,1,5,0,1,1,2,0,5
"Jagn1",7,10,97,14,20,20,86,19,125,39,35,18,49,43,10,113
"Jak1",2,20,55,17,12,29,24,13,87,14,15,17,41,139,5,94
"Jakmip1",2,0,10,0,0,0,1,1,3,1,0,4,0,0,0,2
"Jakmip2",2,0,46,0,0,0,12,1,6,12,0,2,1,0,0,0
"Jakmip3",0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Jam2",0,0,3,0,0,3,0,0,9,0,0,1,0,0,0,0
"Jam3",8,12,84,33,1,14,55,12,160,20,23,12,40,13,1,19
"Jarid2",7,21,327,7,5,17,158,17,210,76,39,103,36,29,7,163
"Jazf1",1,0,0,1,0,0,0,0,0,0,1,1,1,2,0,1
"Jchain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jdp2",3,8,33,7,3,19,15,2,50,10,13,8,50,4,0,10
"Jhy",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Jkamp",13,14,75,12,25,19,65,13,109,38,18,24,51,33,8,55
"Jmjd4",2,3,31,3,1,8,17,4,36,13,4,6,15,2,0,10
"Jmjd6",5,10,99,12,18,14,70,5,134,31,33,15,49,68,6,108
"Jmjd8",5,3,39,2,2,5,19,1,59,7,10,9,12,5,2,9
"Jmy",5,8,32,4,12,9,23,9,73,23,11,7,19,21,3,43
"Josd2;Mir7052",3,2,14,2,2,0,16,1,16,2,5,2,6,11,1,9
"Jph1",1,2,42,2,4,2,18,2,23,6,6,8,14,2,2,26
"Jph2",0,0,1,0,0,2,0,0,0,0,0,0,8,0,0,1
"Jph3",1,1,13,0,0,0,11,0,3,5,0,1,0,0,0,0
"Jph4",1,0,57,0,0,0,37,5,2,2,1,1,0,0,0,0
"Jpx",2,1,6,0,1,0,5,0,9,2,3,3,7,1,2,3
"Jrk",0,2,9,1,0,5,11,3,12,6,3,2,6,3,0,3
"Jrkl",1,1,13,1,0,2,5,1,13,6,1,4,4,0,0,3
"Jsrp1",0,0,6,0,0,1,1,0,2,1,1,0,4,0,0,0
"Jtb",5,6,90,9,14,17,58,9,53,15,15,20,28,28,7,72
"Jup",1,0,34,25,7,1,14,0,4,2,1,10,10,80,6,45
"K00103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K02686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KC202870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KR348528",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"KT932382",19,20,212,1,2,17,125,24,227,62,50,81,21,0,0,2
"Kalrn",0,1,7,0,0,6,3,0,7,0,4,3,22,1,0,8
"Kank1",3,9,22,3,6,4,16,5,80,5,23,20,17,18,0,19
"Kank2",6,8,59,1,4,8,31,5,63,18,13,18,34,9,5,45
"Kank3",0,0,4,0,0,0,4,1,3,0,0,0,2,1,1,5
"Kank4",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4
"Kank4os",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kansl1",5,16,119,6,7,11,77,10,140,35,30,22,48,22,1,61
"Kansl1l",2,1,13,0,2,4,6,1,22,8,4,5,4,0,0,1
"Kansl2",1,3,23,0,3,3,28,0,30,2,11,4,7,5,2,22
"Kansl3;Mir6898",6,15,85,8,4,13,58,8,110,37,24,15,41,22,4,48
"Kantr",0,2,14,0,1,2,2,2,18,4,6,8,7,1,0,9
"Kap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kars",13,39,421,46,37,73,294,62,447,146,113,98,197,186,21,362
"Kat2a",4,15,108,8,9,17,78,11,110,22,25,20,41,21,2,89
"Kat2b",0,1,7,0,4,1,4,0,6,1,2,1,5,2,1,7
"Kat5",2,7,45,1,5,14,47,1,51,12,8,12,15,11,2,18
"Kat6a",4,17,94,13,10,16,49,8,135,24,19,30,36,47,4,70
"Kat6b;mKIAA0383",4,4,30,6,7,3,17,2,36,7,1,12,12,23,3,73
"Kat7",11,17,126,19,22,36,108,18,194,44,36,37,69,50,8,105
"Kat8",2,4,48,3,4,6,40,12,58,10,20,13,16,13,1,36
"Katna1",3,11,72,8,12,16,71,13,117,26,31,20,53,28,2,72
"Katnal1",2,2,6,0,0,1,2,2,7,2,3,1,7,0,0,2
"Katnal2",2,0,7,0,0,0,4,3,11,3,0,1,5,0,0,7
"Katnb1",4,3,36,5,8,7,19,8,40,20,15,15,22,15,3,21
"Katnbl1;Slc12a6",8,11,80,9,12,14,45,8,97,20,19,22,44,25,4,69
"Kazald1",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Kazn",1,1,14,1,4,7,9,2,22,5,3,5,7,0,2,22
"Kbtbd11",2,1,2,0,0,0,5,0,3,2,2,2,0,0,0,1
"Kbtbd12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kbtbd13",0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0
"Kbtbd2",4,12,96,11,15,22,41,10,103,15,18,22,31,34,1,46
"Kbtbd3",0,0,9,0,0,1,8,0,12,3,1,1,6,4,0,7
"Kbtbd4",9,1,31,4,1,6,23,3,32,10,7,8,19,13,2,40
"Kbtbd6",0,0,5,0,0,1,0,1,0,2,0,0,4,0,0,0
"Kbtbd7",1,2,11,0,0,1,8,1,17,5,5,7,2,2,0,7
"Kbtbd8",2,2,20,0,2,0,14,5,14,9,3,2,4,5,3,14
"Kcna1",0,0,3,0,0,0,0,1,14,1,4,1,0,0,0,0
"Kcna10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcna2",0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0
"Kcna3",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Kcna4",1,0,5,0,0,0,3,0,1,3,0,0,0,0,0,0
"Kcna5",0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
"Kcna6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Kcna7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kcnab1",0,1,0,0,0,1,0,0,2,0,0,1,7,0,0,0
"Kcnab2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kcnab3",1,0,4,0,0,0,8,0,2,2,2,1,1,0,1,1
"Kcnb2",0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1
"Kcnc2",0,0,1,0,1,0,3,0,2,0,0,0,0,0,0,0
"Kcnc3",1,1,9,0,0,0,5,2,4,2,3,1,0,0,0,2
"Kcnc4",0,0,1,0,0,3,1,1,14,1,4,1,0,0,0,0
"Kcnd1",0,0,8,0,0,1,7,0,6,1,4,0,4,1,0,9
"Kcnd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kcnd3",0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0
"Kcnd3os",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Kcne1",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Kcne1l",0,0,1,0,0,1,0,0,4,1,0,2,0,0,0,0
"Kcne2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcne3",0,0,0,0,0,1,0,0,3,0,0,0,4,0,0,0
"Kcne4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnf1",0,0,0,0,3,0,1,0,1,0,0,1,0,0,1,15
"Kcng1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Kcng2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Kcng3",0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
"Kcng4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnh1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Kcnh2",0,0,14,1,0,2,7,1,6,3,0,0,4,0,0,0
"Kcnh3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Kcnh4",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"Kcnh5",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Kcnh6",0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0
"Kcnh7",0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
"Kcnh8",0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0
"Kcnip1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Kcnip2",0,0,4,0,0,0,2,0,0,3,0,0,0,0,0,1
"Kcnip3",0,5,5,1,0,3,6,0,12,2,3,1,8,0,0,0
"Kcnip4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnj1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnj10",0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0
"Kcnj11",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnj12",1,1,4,0,0,0,1,0,3,1,0,3,1,0,0,0
"Kcnj13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnj14",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"Kcnj15",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Kcnj16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnj2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Kcnj3",1,0,36,0,0,0,17,0,7,8,0,1,0,0,0,0
"Kcnj4",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Kcnj5",0,2,0,0,0,3,0,0,8,0,1,0,0,0,0,0
"Kcnj6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnj8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnk1",4,2,122,2,1,2,69,8,48,23,7,22,4,21,13,96
"Kcnk10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnk12",0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0
"Kcnk13",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnk15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnk16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnk18",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Kcnk2",1,1,3,0,0,1,1,0,3,2,1,6,0,0,0,1
"Kcnk3",0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
"Kcnk4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnk5",1,0,13,0,5,2,8,1,15,4,0,1,6,3,0,6
"Kcnk6",0,1,6,5,0,0,7,0,3,1,1,1,2,50,8,55
"Kcnk7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnk9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnma1",0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1
"Kcnmb1",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Kcnmb2",1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0
"Kcnmb3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnmb4",0,3,9,0,0,1,9,3,32,8,5,5,4,0,0,2
"Kcnmb4os1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnmb4os2",1,0,3,0,0,0,1,0,7,1,2,1,3,0,0,1
"Kcnn1",0,1,8,0,0,0,3,2,2,1,0,1,0,1,0,2
"Kcnn2",0,1,13,1,0,1,3,0,1,4,1,2,2,0,0,0
"Kcnn3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnn4",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"Kcnq1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Kcnq1ot1",3,21,71,16,11,7,18,11,118,7,10,17,31,18,0,23
"Kcnq2",0,0,2,1,0,0,5,0,1,1,0,0,0,1,0,1
"Kcnq3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Kcnq4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnq5",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Kcnrg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Kcns1",0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,2
"Kcns2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Kcns3",1,2,3,3,0,0,6,1,20,2,2,3,3,1,0,1
"Kcnt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnt2",1,0,3,0,0,0,2,1,5,1,1,0,2,0,0,0
"Kcnu1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnv1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnv2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcp",2,2,3,0,0,1,0,1,4,2,2,2,2,0,0,0
"Kctd1",3,1,13,0,0,4,11,3,37,4,10,5,29,2,4,31
"Kctd10",4,6,62,16,12,15,40,10,110,21,18,34,65,29,11,93
"Kctd11",1,0,6,2,0,1,5,1,2,5,0,1,3,6,0,2
"Kctd12",1,1,15,26,0,2,12,1,14,8,6,3,3,41,0,7
"Kctd12b",0,0,15,0,0,1,3,0,1,3,3,0,3,0,0,0
"Kctd13",0,1,12,1,3,4,5,2,12,0,6,2,8,5,2,9
"Kctd14",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kctd15",2,10,43,5,1,17,48,0,99,16,19,5,38,23,7,63
"Kctd16",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kctd17",1,4,47,25,1,3,20,5,32,7,6,4,7,89,2,36
"Kctd18",1,2,16,3,0,2,7,4,27,4,3,5,14,4,0,6
"Kctd19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kctd2",1,2,32,1,4,1,19,1,35,13,7,3,15,4,0,9
"Kctd21",1,0,1,2,1,1,1,1,2,3,4,0,0,1,0,2
"Kctd3",5,7,82,11,5,10,70,12,93,41,22,20,32,20,4,66
"Kctd4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kctd5",6,12,88,7,7,17,71,13,156,32,25,22,64,24,4,59
"Kctd6",5,2,16,7,10,7,20,5,65,9,9,8,16,42,1,57
"Kctd7",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
"Kctd8",0,1,1,0,0,0,1,1,3,0,1,2,0,0,0,0
"Kctd9",0,1,28,7,4,6,23,2,44,6,6,11,24,21,5,33
"Kdelc1",5,10,69,4,3,9,34,13,105,14,15,15,40,6,2,19
"Kdelc2",2,0,13,0,7,3,10,0,22,3,5,9,14,6,2,12
"Kdelr1",5,11,54,12,24,13,32,2,70,15,17,34,27,32,5,73
"Kdelr2",11,26,80,23,48,29,68,21,151,28,40,34,103,114,15,151
"Kdelr3",0,1,0,19,21,1,0,0,2,0,0,1,7,28,0,5
"Kdf1",0,1,27,3,5,1,22,3,8,9,2,10,2,8,2,32
"Kdm1a",21,28,232,13,10,42,153,36,293,69,62,54,104,57,13,176
"Kdm1b",1,0,12,2,2,1,13,0,13,6,2,0,2,7,0,9
"Kdm2b",4,12,91,7,1,9,59,16,88,39,33,22,43,24,2,52
"Kdm3a",13,12,52,3,11,6,39,3,78,24,13,26,27,17,3,42
"Kdm4a",2,2,34,0,3,7,10,3,27,8,2,5,13,6,0,12
"Kdm4b",1,3,29,1,4,5,24,3,35,11,10,8,16,10,4,29
"Kdm4d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kdm5b",19,27,383,4,16,55,198,41,392,125,57,65,109,16,4,133
"Kdm5d",0,1,4,0,0,0,10,1,1,1,2,1,11,2,1,1
"Kdm6b",4,9,62,8,12,26,31,9,119,17,13,22,54,19,4,21
"Kdm7a",3,5,68,0,1,6,24,13,72,16,11,13,18,2,0,5
"Kdm8",1,0,10,1,0,1,12,2,9,7,5,4,4,3,0,6
"Kdr",0,17,3,2,0,28,0,0,147,1,21,0,17,16,0,10
"Kdsr",5,8,44,2,13,12,41,7,50,20,9,17,15,9,1,57
"Keap1",7,4,24,1,13,10,11,2,35,10,4,19,18,8,3,33
"Keg1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khdc1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khdc1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khdc1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khdc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khdrbs2",0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0
"Khdrbs3",10,10,57,1,0,13,38,7,66,16,12,11,24,4,2,19
"Khk",0,5,14,0,3,1,11,2,35,3,4,2,15,4,0,2
"Khnyn",0,0,9,0,1,1,10,1,10,3,2,3,9,5,1,15
"Khsrp",28,23,263,15,45,45,209,39,347,88,71,79,122,92,15,266
"Kidins220",3,6,30,1,11,3,18,2,30,7,9,9,24,1,1,9
"Kif11",10,14,193,7,16,35,123,18,260,67,41,36,101,54,5,167
"Kif12",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Kif13a",2,8,51,3,0,8,25,5,41,18,1,6,26,17,2,45
"Kif13b",1,1,18,2,5,3,7,1,2,4,0,2,5,9,0,13
"Kif14",2,1,51,0,4,9,26,2,41,15,2,5,24,19,1,40
"Kif15",7,22,136,8,12,22,58,9,153,41,28,41,53,37,3,100
"Kif16b",1,3,14,0,1,4,4,3,15,3,3,5,6,4,2,15
"Kif16bos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif17;Sh2d5",0,0,2,4,0,0,0,0,3,0,2,0,0,1,0,1
"Kif18a",3,3,67,1,2,4,39,3,57,11,10,9,19,14,2,39
"Kif19a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif1a",1,0,75,0,0,2,41,1,10,16,2,4,1,0,0,1
"Kif1b",16,16,179,9,5,25,78,11,200,44,32,30,77,23,1,53
"Kif1bp",9,4,63,8,7,6,57,12,55,19,15,14,32,22,3,46
"Kif1c;Mir6925",1,4,39,13,1,4,27,3,17,18,6,18,17,48,1,27
"Kif20a",10,13,186,7,25,36,96,21,268,51,49,35,97,41,14,147
"Kif21a",2,6,105,0,15,6,59,8,49,37,9,52,6,0,0,53
"Kif21b",0,6,50,1,0,15,31,4,38,8,8,4,43,0,0,16
"Kif22",12,17,158,13,13,37,93,13,188,30,16,36,74,65,9,122
"Kif23",12,17,127,3,10,26,62,10,131,33,34,26,89,41,13,145
"Kif24",6,1,8,0,2,3,6,4,14,4,3,6,3,0,0,3
"Kif26b",0,0,0,0,0,3,1,0,0,0,0,1,2,0,0,0
"Kif27;Mir6369",19,0,6,0,0,0,0,2,5,0,1,2,0,0,0,5
"Kif2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif2c",3,15,92,6,7,20,62,5,112,25,27,22,36,28,5,91
"Kif3a",15,6,31,3,3,13,11,5,69,9,9,10,39,19,0,29
"Kif3b",10,3,33,4,7,5,17,5,48,11,14,15,20,10,0,12
"Kif4-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif5a",0,1,27,0,0,0,15,0,12,2,2,1,4,0,1,1
"Kif5c",3,7,80,0,0,3,70,8,62,31,13,10,21,3,0,15
"Kif6",1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"Kif7",1,4,10,0,1,0,4,1,16,1,6,5,6,0,0,2
"Kif9",2,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0
"Kifap3",7,8,76,7,2,13,42,7,105,23,14,21,47,48,5,42
"Kifc2",1,0,3,0,0,1,3,0,7,0,2,3,1,0,0,5
"Kifc3",1,1,1,0,3,1,0,0,21,0,1,3,5,0,2,13
"Kin",5,12,41,6,9,11,32,6,81,9,8,16,24,18,2,62
"Kir3dl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kir3dl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kirrel",0,5,19,1,0,10,6,4,24,4,11,6,31,0,1,13
"Kirrel2",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Kirrel3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kiss1r",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Kitl",2,7,3,1,0,12,4,1,36,10,3,56,41,35,1,4
"Kiz",11,6,35,1,2,5,31,8,76,20,17,31,15,5,1,14
"Kl",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klb",0,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0
"Klc1",3,3,35,4,0,11,25,7,38,7,12,11,17,18,2,12
"Klc2",1,1,36,5,4,6,23,0,24,6,4,9,13,38,2,8
"Klc3",1,2,32,2,2,0,21,1,8,5,0,4,1,1,0,3
"Klc4",2,5,18,0,28,1,10,0,22,8,9,7,5,2,0,4
"Klf1",0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
"Klf13",5,11,171,13,17,32,93,14,181,35,35,19,72,103,2,16
"Klf14",1,0,1,0,0,1,0,1,2,1,0,0,9,0,0,5
"Klf15",0,2,7,0,8,5,16,2,12,4,3,4,5,0,0,3
"Klf16",9,2,40,6,9,5,34,3,41,16,10,6,22,18,5,43
"Klf17",0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Klf2",0,0,1,1,1,0,1,0,3,0,0,3,1,38,1,16
"Klf3",2,9,29,1,3,6,15,4,54,16,8,12,19,2,1,35
"Klf4",4,4,22,17,10,6,7,6,46,7,9,5,14,34,0,19
"Klf5",5,5,30,0,8,10,19,2,19,15,4,23,26,22,13,232
"Klf7;Mir6899",0,3,18,2,3,5,12,1,20,4,7,4,3,12,0,12
"Klf8",0,0,14,0,5,4,18,3,11,2,2,7,19,0,1,0
"Klf9",2,9,133,5,27,7,75,11,98,28,15,16,8,32,5,160
"Klhdc1",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"Klhdc10",9,11,94,7,7,15,87,11,112,25,17,24,73,48,5,51
"Klhdc2",19,14,198,5,13,32,164,30,225,62,59,48,105,34,7,84
"Klhdc3",15,18,252,14,37,54,168,23,221,66,38,50,102,44,9,136
"Klhdc4",1,5,26,1,1,2,14,7,33,9,12,10,19,9,0,41
"Klhdc7a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhdc7b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhdc8a",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"Klhdc8b",2,1,6,0,0,3,5,0,2,1,1,2,3,0,0,0
"Klhdc9",1,0,2,0,0,0,3,0,1,1,1,1,1,0,0,1
"Klhl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl10",0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1
"Klhl11",1,2,13,0,4,1,4,0,16,2,0,1,3,4,2,9
"Klhl13",1,2,11,2,5,3,21,1,14,2,2,5,20,33,33,424
"Klhl14",0,0,6,0,0,0,5,1,1,0,0,3,0,0,0,0
"Klhl15",0,1,4,3,2,1,5,2,10,6,2,5,4,5,3,10
"Klhl17;Mir7658",0,3,8,0,0,1,5,1,11,1,2,4,2,0,0,4
"Klhl18",0,1,11,7,0,2,8,3,24,2,7,10,3,16,0,19
"Klhl20",2,4,16,0,3,3,14,4,18,4,9,11,14,11,0,17
"Klhl21",1,2,41,6,7,5,41,8,26,9,6,10,16,26,2,31
"Klhl23",3,5,54,0,0,7,33,5,36,12,13,9,9,1,0,0
"Klhl24",8,12,43,0,10,13,48,11,106,29,17,12,25,3,3,19
"Klhl25",1,1,15,2,2,4,13,2,16,5,4,3,7,5,0,14
"Klhl26",1,0,4,1,3,2,6,2,7,4,0,1,1,5,0,1
"Klhl28",0,2,8,3,2,1,4,0,14,1,1,4,3,5,1,10
"Klhl29",0,0,0,0,0,3,1,0,7,1,0,1,5,1,0,1
"Klhl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl31",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
"Klhl32",2,0,5,0,0,0,0,1,2,0,2,0,3,0,0,0
"Klhl33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl36",0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,6
"Klhl38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl4",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Klhl40",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Klhl41",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Klhl42",1,0,10,3,1,1,6,0,3,2,1,5,3,7,3,10
"Klhl5",2,1,5,0,6,2,9,0,12,5,3,5,8,2,0,1
"Klhl6",0,4,2,0,0,6,0,2,41,3,12,0,2,0,0,1
"Klhl7",1,2,47,2,3,3,37,4,26,8,12,6,17,4,1,16
"Klhl8",1,1,6,0,0,0,8,2,2,2,0,1,1,1,0,1
"Klhl9",18,17,114,5,16,22,96,21,183,48,43,21,67,13,5,64
"Klk1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk10",0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0
"Klk11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk13",0,0,6,0,0,0,6,1,2,1,0,1,0,0,0,1
"Klk14",0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0
"Klk15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b24",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Klk1b26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b7-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
